# Gnuplot data for scatter plot of time
# SMT-LIB group log
# Comparison of options "klive" and "kliveia"
# column 1 is result: -1 == error or timeout
#                      0 == safe
#                      1 == unsafe
# ranges 5000 1200
#
lynch_mahata_aut.006.000 -1 1200 1200
lynch_mahata_aut.006.001 -1 1200 1200
lynch_mahata_aut.006.002 0 0.07 0.09
lynch_mahata_aut.007.000 0 1200 1200
lynch_mahata_aut.007.001 -1 1200 1200
lynch_mahata_aut.007.002 0 0.1 0.07
lynch_mahata_aut.008.000 -1 1200 1200
lynch_mahata_aut.008.001 -1 1200 1200
lynch_mahata_aut.008.002 0 0.11 0.11
lynch_mahata_aut.009.000 -1 1200 1200
lynch_mahata_aut.009.001 -1 1200 1200
lynch_mahata_aut.009.002 0 0.08 0.11
lynch_mahata_aut.010.000 -1 1200 1200
lynch_mahata_aut.010.001 -1 1200 1200
lynch_mahata_aut.010.002 0 0.1 0.12
lynch_mahata_aut.011.000 -1 1200 1200
lynch_mahata_aut.011.001 -1 1200 1200
lynch_mahata_aut.011.002 0 0.09 0.11
lynch_mahata_aut.012.000 -1 1200 1200
lynch_mahata_aut.012.001 -1 1200 1200
lynch_mahata_aut.012.002 0 0.12 0.13
lynch_mahata_aut.013.000 -1 1200 1200
lynch_mahata_aut.013.001 -1 1200 1200
lynch_mahata_aut.013.002 0 0.1 0.13
lynch_mahata_aut.014.000 -1 1200 1200
lynch_mahata_aut.014.001 -1 1200 1200
lynch_mahata_aut.014.002 0 0.11 0.16
lynch_mahata_aut.015.000 -1 1200 1200
lynch_mahata_aut.015.001 -1 1200 1200
lynch_mahata_aut.015.002 0 0.12 0.14
